,hoax,link,timestamp
571,"” MANUELA DÁVILA ,CANDIDATA A PRESIDENTE, COMUNISTA : ABORTAR É A ÚNICA SAÍDA PARA NÃO CRIAR FILHO DE VAGABUNDO SOZINHA.” BOLSONARO CANDIDATO A PRESIDENTE. CRISTÃO, RESPONDE A ELA : NÃO TRANSAR COM BANDIDOS, VAGABUNDOS, É A OUTRA SAÍDA !!!”",https://www.boatos.org/politica/manuela-davila-abortar-saida-vagabundo.html,2018-05-08 19:17:11
572,"1) Lula chegou na PF de Curitiba embriagado. Teve crise de abstinência: defecou e urinou nas causas. Os médicos ficaram com medo que eles morresse. 2) Veja o que vem acontecendo com Lula dentro da sede da PF em Curitiba. 3) Santa Mônica é um clube em Curitiba frequentado por membros das classés média e alta. Ouçam o áudio abaixo e fiquem sabendo o que está acontecendo com o ex-presidente do Brasil que está preso. Oie, tudo bem. Deixa eu te contar uma coisa. Sábado, a gente foi no churrasco de aniversário daquelas crianças que sempre tão aqui em casa, né, com os meus no Santa Mônica. Aí o Mauro, que é o pai das crianças, tava só eu, o Júnior, a Denise e o Mauro que são os pais deles. O resto é só criançada. O Mauro tava aqui comentando que ele frequenta muito o Santa Mônica durante a semana. Foi 3 vezes na semana passada e tem um grupo há 25 anos, aliás, há 38 anos que eles fazem jantar juntos os amigos sabe... Então, olha ele tem amigos bem próximos lá que são médicos, policiais, advogados né... e outro dia ele tava conversando com um, que se eu não me engano, ele falou que é delegado aqui.  E aí ele disse que o dia que o Lula chegou aqui em Curitiba, os delegados e funcionários lá da PF fizeram um corredor humano. E ele foi passando no meio para ir para a cela e o cheiro de cachaça era uma coisa absurda. Ela estava exalando pinga quando ele chegou lá. [...] A família já veio visitar, os filhos, né. Ele tem assistência médica e no quarto dele tá montada. Tava montada nos primeiros dias, agora não sei se tá mais, uma mini UTI porque ele entrou em crise de abstinência de álcool. Ele tem dado um trabalho naquela FF, que ele defecou nas calças, ele urinou. Precisaram trocar seis pijamas, mas ele acabou cruzando tiveram que sair para providenciar mais. Pedindo para ele porque não tinha como se controlar.  Ele estava à base de medicamento na veia, daqueles que usa para crise de abstinência, mesmo, aqueles tranquilizantes fortíssimos. A família veio ver ele, os filhos... E aí os filhos concordaram que ele tinha que ficar amarrado porque ele tava sendo um risco para ele mesmo. [...]  Aqui se faz, aqui se paga.",https://www.boatos.org/politica/lula-crise-abstinencia-prisao.html,2018-05-08 02:33:49
573,"Tudo isso tem explicação gente. Tem causa. Isso não é por acaso. Esse desequilíbrio tão grande, essa morbidez. Isso tem causa e eu estou explicando, orientando. É pesquisa isso aqui. Não são palavras soltas atiradas ao vento, sem conhecimento. Isso que eu quero passar para vocês. Como eu disse, eu estou aposentado e não precisaria mais me dedicar esse trabalho. Mas faço por amor aos meus semelhantes porque está uma degradação grande demais. A doença está avançando demais. Não pode continuar assim.  Então, o que nos prejudica são os hormônios, os transgênicos, o microondas... essa ferramenta dentro de casa é um perigo. Um autor chega a dizer assim quem comer regularmente comida passada no microondas, certamente morrerá de câncer e eu testei pelo inconsciente e é verídico. É uma fábrica de câncer. É uma comida morta, adulterada, totalmente sem vida e o microondas, ele... deixa a comida fervendo dentro da tigela que ainda está fria em poucos segundos. Em um minuto, está tudo quente, fervendo...  Isso é antinatural. São ondas perigosas, ondas de fuga... é um verdadeiro coice nas células. Eu vou dar dois exemplos que você já pode tirar as conclusões e fazer experiência para vocês perceberem o perigo. Digamos que você tem um aquário em casa com alguns Peixinhos. Passe a água no microondas, ferve lá, deixa esfriar e coloca nesse aquário. Em um instante estarão todos mortos. Ou então, regue sementes, coloque na terra, terra boa, semente de excelente qualidade, seja lá o que for qualquer cereal, milho, arroz, feijão, o que for... e vai carregando só com água que passou sempre no microondas. Você não vai ter uma sementinha germinando. Nenhuma. Mata tudo. Mata vida e você não percebe isso. Aposente o seu microondas o quanto antes, se você quiser ter saúde.",https://www.boatos.org/saude/comida-aquecida-microondas-cancer.html,2018-05-07 20:16:30
574,"HOJE NOS DEIXOU ZÍBIA GASPARETTO, NA QUINTA PASSADA TINHA IDO SEU FILHO LUIZ.... Ambos escritores, Espiritas que nos deixaram diversas obras. Os romances ( que eu amo ler) eram o forte dos dois que através deles nos aconselhavam sobre a vida e nos preparavam para o nosso além dela. O câncer levou os dois... tempo contado, missão cumprida!! Que Deus a receba neste novo recomeço. Descanse em paz Zíbia. Vou sentir falta dos seus romances que tanto me ensinou. Mãe e filho Zibia e Luiz Gaspareto cumpriram suas missões! Que Deus derrame uma chuva de bênçãos sobre eles neste momento que contribui muito para Doutrina Espírita! Vão com os anjos!",https://www.boatos.org/religiao/zibia-gasparetto-morreu-sp.html,2018-05-07 16:58:45
575,"ACREDITEM SE QUISER !!!  Hoje foi aprovado um projeto de lei da tal Marielle que reserva 20% das vagas em concursos públicos para menores infratores na cidade do Rio de Janeiro. É isso mesmo que vcs leram.  Daqui a pouco vai ser vantagem ser menor infrator. CRIVELLA , VÊ SE TU VETA ESSA INDECÊNCIA !!!",https://www.boatos.org/politica/marielle-cota-infratores-concursos.html,2018-05-07 15:24:45
576,"Meu anjo. Olha só, marca a cara desses caras, marca cara deles. Divulga com seus amigos. Se você tiver amigo de Uber, avisa. Eles tão pedindo Uber, motorista chega, eles entram. Aquelas duas garotas que estão lá no fundo é marmita, mulher de bandido. Eles entram como um casal, quando chega um determinado ponto, rende o motorista, mata o motorista, entendeu? E fica um só no carro e começa a rodar como se fosse motorista de Uber e os outros descem, junto com as mulher, e vem num carro atrás.  Quando entra um passageiro, eles estão rendendo os passageiros e roubando. Acabei de receber agora aqui no grupo da “poliçada”, pessoal da Civil, pessoal aqui do Sétimo, Dezoito, tem vários batalhões aqui. Pessoal da P2 tá caçando eles. Eles são tão inteligentes, mas tão inteligentes, mas tão inteligentes, que eles fizeram esse filme aí, esse vídeo, com o celular de uma vítima, de um motorista de Uber que eles mataram. Só que o cara tinha Google Fotos. Todo vídeo foi para a nuvem e a “poliçada” conseguiu resgatar. Eles não sabiam que tinha Google Fotos, né? Enfim, esses caras são aí da Zona Oeste e tão roubando em tudo quanto é lugar, entendeu? Então, avisa aí teus amigos que costumam pegar Uber e você que adora andar pra cima e pra baixo, tirar a night no sereno, fica na atividade. Olha bem pra cara desses p***.  Avisa as suas filhas. Avisa a sua filha aí que tá sempre pra cima pra baixo, não é a casada, é a outra... Nadine, Nadine! Avisa a Nadine, mostra para ela, para ficar na atividade. E se porventura pedir o Uber, chegar e ver que é esse cara, disfarça. Disfarça, não dê tinta que você percebeu, que se ele vê que foi reconhecido, ele mata. Eles tão matando fácil, fica na atividade. Beijo, se cuida.",https://www.boatos.org/brasil/assaltantes-motoristas-uber-video.html,2018-05-06 21:15:58
577,"Bom dia a todos integrantes do grupo Happy Hour Reacionário. Aqui fala o Coronel Carlos Alves, Coronel Engenheiro Militar, oriundo da arma de artilharia, turma de 1980. Cadete do General Mourão, nosso ilustre amigo e se essa notícia que eu coloquei agora for verdade, acabou. Basta. Como eu falei aqui no particular com a nossa querida amiga Marta, Marta Serrat, eu estou pronto para ombrear com demais amigos, demais colegas de farda para irmos juntos a Brasília cercar o Supremo Tribunal Federal e prender esses 11 canalhas por não são todos inocentes não. E esse artigo 142 que falam tanto aí, dependeria de um dos presidentes de um dos três poderes, todos os três corruptos canalhas, vagabundo, nenhum deles vai pedir a intervenção militar. Então agora mais do que nunca, eu me coloco à disposição de todos aqui e eu não me furtarei a ombrear com esse grupo, com os demais intervencionista para que juntos tomemos a bala como disse o nó General Lessa vai a vida realmente sangue vai, mas nós precisamos salvar no Brasil Porque Lula solto é que nem o que fala o Apocalipse é como o demônio, que foi preso, vai ser solto por mil anos para tentar a humanidade incauta que não conhece seu poder. Lula solto é um perigo. Lula ele é um megalomaníaco tão perigoso quando Hitler e seus dias de glória na Alemanha 1922 até 45. Ele destruiu Alemanha e o Lula esse canalha, esse crápula, ele destruiu o Brasil. E ele tem em sua quadrilha juiz do supremo da suprema corte brasileira mancomunados com ele, subornados por ele, para tentar soltá-lo da cadeia. Lula solto é um perigo iminente para o Brasil e eu estou junto com todo mundo se no dia 10 de Maio como está fala aqui o Lula for solto, precisamos acionar toda população. Em Curitiba, não deixasse que ele que ela sair dali, cercar o presídio, cercar o Supremo Tribunal Federal, exigir a cabeça de Gilmar Mendes, daquela corda exigir pelo impeachment esse pessoal e que se instaure imediatamente o tribunal militar, que se instaure imediatamente ao tribunal militar podem divulgar esse áudio.",https://www.boatos.org/politica/exercito-cercar-stf-lula-solto.html,2018-05-06 19:55:57
578,"NADA NESTA VIDA É ENCOBERTO. Este é o Ricardo que não conseguiu ser salvo pelo Bombeiro, momentos antes do prédio em chamas desabar. No início do sinistro, ele havia saído do prédio, mas voltou para pegar um saco de dinheiro arrecadado dos aluguéis de outros moradores. Ele tinha extensa ficha criminal por trafico e roubo. Em duas destas fotos, nota-se ele fumando maconha. Sabe o cidadão que caiu com o prédio que desabou quando estava sendo resgatado? Era do PCC e subiu andares acima de onde as pessoas residiam para pegar R$ 120 mil reais que havia escondido. Semanas antes ele comprou uma moto de R$ 35 mil reais. O suposto herói dessa imprensa esquerdista e burra não é herói coisa nenhuma. Não voltou para salvar criancinhas. Voltou para buscar o dinheiro de crimes, fruto de roubo. Como eu disse antes, o movimento já é criminoso por si só, mas também tem envolvimento com PCC — além do PT, é claro. E uma informação para quem não sabe: Tatuagem de palhaços significa “matador de policiais”. BOMBA – O CARA QUE MORREU NO DESABAMENTO DO PREDIO ERA DO PCC. Esse é Ricardo, o homem que quase foi salvo pelo Policial Militar e Bombeiro, Sgt Diego, no prédio que desabou no Centro de São Paulo, na madrugada desta terça feira. O Sgt Diego do Corpo de Bombeiros, reconheceu Ricardo por foto. Apesar de todo o ocorrido, o que chamou a atenção das autoridades é o fato de que Ricardo usava as redes sociais com o nome falso de “Henzo”, foi descoberto também que atraves das redes sociais Ricardo ostentava malotes de dinheiro roubado de carro forte e cigarros de maconha. Ricardo tinha dois “palhaços” tatuado no peito. (Ele era do PCC, ladrão de banco/Carro Forte e matador de Polícia)...",https://www.boatos.org/brasil/ricardo-predio-desabou-do-pcc-matador.html,2018-05-05 22:56:55
579,"Queria avisar a todos os meus amigos e irmãos que o ilustre Pastor e Cantor Feliciano Amaral acaba de ser chamando a Glória dos Céus. Mesmo em seus 98 anos de idade até 05 meses atrás estava viajando e cantando em todo Brasil. Ele faleceu hoje. Fineza está em oração por sua esposa Rubenita, suas filhas Delse, Dilse, Ezequias e demais rogando a Deus conforto. Feliciano era o cantor evangélico mais antigo do mundo e chegou a ser homenageado recebeu o Guiness Book nos Estados Unidos da América do Norte. Ele nasceu em 2o do Outubro de 1920. Deus console famíliares e amigos...",https://www.boatos.org/religiao/cantor-feliciano-amaral-morreu.html,2018-05-05 19:38:14
580,"1) McDonalds está dando um cupom de 50 reais pros primeiros que forem no site, corre lá. 2) Mc Donalds está com um novo cupom de 50 reais, corre que tá acabando! 3) O Mc Donalds está dando cupom de 50 reais, vai no site que ainda dá tempo.",https://www.boatos.org/tecnologia/mcdonalds-cupom-r-50-site.html,2018-05-05 01:50:47
581,"Meus amigos, deixa eu te falar, eu vou pedir para você divulgarem esse áudio aí que o Detran está lançando, né? Acabou de lançar aqui no Rio a CNH digital. É só fazer atualização no posto e ela vai abrir no seu telefone. Só que o grande detalhe: quem aderir sabendo que todo e qualquer pontuação, seja ela justa ou injustamente, ela vai bater na sua carteira e assim que atingir 20 pontos na hora que você for fazer a leitura do código ela não vai aparecer. Simplesmente, você não vai ter mais a sua CNH. Sua CNH vai estar suspensa e você vai ter que voltar para fazer o curso de reciclagem.  Vamos estar jogando esses áudios aí nos grupos, tá? Para ninguém aderir essa CNH digital, porque quando você acha que o governo vai fazer alguma coisa para agradar o povo brasileiro e para ajudar. De jeito nenhum! Ela tá fazendo para você se ferrar. Para você fazer o processo todo novamente, tá? Então vamos ficar atento isso aí. Vamos jogar nos grupos aí. Um abraço.",https://www.boatos.org/brasil/cnh-digital-20-pontos-perde-carteira.html,2018-05-04 17:38:41
582,"Versão 1: A-TENÇÃO: aviso, importante -se vocês Receber uma Mensagem. assim no Grupo dizendo. aperta-no-esquilo...Vocês Não aperta Por Quê é vírus. e trava Android Pode trazer Prejuízo Para vocês. Vamos deixar a curiosidade de lado, tomar, cuidado Pessoas com isso.? CRIADOR: do texto Mykael, Compartilhe Para Que o Povo pare de Mandar, isso nós Grupos do *Whatsapp.* ATENÇÃO!! Versão 2: Atenção a todos que compartilharam esse link do ESQUILO esse link do é um vírus espião para Android que apresenta funções inéditas e alto grau de complexidade. Considerado um dos malwares mais poderosos já vistos pela empresa de segurança Kaspersky,é capaz de conectar o usuário a uma rede Wi-Fi administrada por hackers, gravar o som ambiente e diálogos, e até mesmo acessar mensagens do WhatsApp. O programa malicioso pode ainda capturar fotos e vídeos da câmera frontal, e simplesmente bloquear seus aparelho em 7 Dias. Compartilhe a todos os grupos e contatos Techtudo.com.br",https://www.boatos.org/tecnologia/aperte-no-esquilo-virus.html,2018-05-04 16:54:28
583,"Cristina eu tô passando isso para todo mundo, acho que é a minha obrigação, é serviço público mesmo. A gripe H3N2 não tem vacina está matando muita gente aqui em Recife, tem um caso de três crianças e o médico que cuidava dela. Morreram todos, o governo não divulga não ter alarme nem no Federal nem no Estadual. A situação é gravíssima dessa gripe porque não tem cura e quem disse a mim foi o Dr que tava conversando comigo e me contou. Só tem uma solução, é o preventivo, que é o gel. Passar gel na mão o tempo todo que o meio de contato é pelas mãos. Esse é o pior que tem. Então temos que usar muito gel o tempo todo, não dá pra apertar mão de ninguém, ter muito cuidado com isso. Fica um beijo, tchau.",https://www.boatos.org/saude/virus-h3n2-nao-tem-vacina-recife.html,2018-05-03 20:18:48
584,"Leite retirado do mercado por excesso de sangue, pus e toxinas! Veja. Leite de vaca realmente faz bem à saúde humana? Se você é um viciado em leite, as conclusões vão te deixar surpresa. [...]  Procon Carioca suspendeu, de forma preventiva, a venda do leite da marca Elegê na cidade, após denúncias de consumidores que se sentiram mal ingerindo o produto. [...]",https://www.boatos.org/saude/leite-elege-retirado-sangue-pus-toxinas.html,2018-05-03 17:12:39
585,"Os Gambás vem batendo record atras de record! Ontem o jornal El País publicou uma lista dos clubes mais ajudados pela arbitragem do mundo! E adivinhem quem está no topo??? El País A pesquisa mostra as equipes mais auxiliadas pela arbitragem no mundo, duas equipes brasileiras aparecem no topo. Corinthians lidera o ranking. Classificação:  1° Corinthians;  2° Manchester United;  3° Real Madrid;  4° Flamengo;  5° Fenerbahçe;  6° Chivas Guadalajara.",https://www.boatos.org/esporte/el-pais-corinthians-ajudado-arbitragem.html,2018-05-03 14:56:57
587,"MORADORES DENUNCIAM BOULOS: O candidato a Presidência da Republica do PSOL e líder do MTST esta sendo denunciado pelos moradores do Edifício que pegou fogo em SP, que pagavam Aluguel no valor de R$ 400,00 e Taxa de Condomínio de R$ 80,00.  O crime esta em cobrar aluguel de imóveis que era de propriedade de terceiros e no caso especifico de propriedade da União, conforme as denuncias Boulos embolsava mais de Um Milhão por mês de alugueis.",https://www.boatos.org/politica/boulos-mtst-aluguel-predio-sao-paulo.html,2018-05-02 23:41:31
589,"Você sabia? Dentro do bebedouro existe um sistema de retorno de água para evitar desperdícios, 35% da água que você não toma, retorna ao fluxo e volta para sua boca",https://www.boatos.org/brasil/bebedouro-retorna-agua-desperdicada.html,2018-05-02 15:47:45
590,"ATENÇÃO: Banco Central acaba de divulgar que a rede bancária está proibida de receber notas com carimbo “Lula Livre”. Que se receber tais notas, os Bancos, deverão chamar a polícia. O portador estará sujeito ao enquadramento no artigo 163 do Código Penal que trata do crime de rasura em papel moeda.",https://www.boatos.org/politica/banco-central-proibe-notas-lula-livre.html,2018-05-02 15:44:36
591,"A fome extrema produz a baderna em Caracas/Venezuela:  Um número grande de adolescentes em Caracas, furtam de dia apartamentos e condomínios em busca de comida. Isso não passa na Globo e nos programas comunistas. E o governo brasileiro continua calado e protejendo Maduro e sua tirania comunista, também apoiada pelos canalhas do PT. Um país que antes de Chávez, era um dos mais ricos da América Latina. Com o impeachment da vagabunda da Dilma e a prisão do bêbado criminoso, conseguimos temporariamente nos afastar dessa realidade venezuelana.",https://www.boatos.org/mundo/adolescente-escalam-predio-caracas.html,2018-05-02 00:39:42
592,"Vejam o que o cantor MC Catra escreveu hoje no Jornal Diário de São Paulo SOBRE O INSS. MC Catra, Cantor de funck em Carta publicada no Jornal Diário de São Paulo. Hoje, vendo pessoas morrendo em filas de Hospitais, bandidos matando por R$ 10,00 e pessoas andando feito zumbis nas ruas por causa das drogas, adolescentes que não sabem quanto é 6 x 8, meninas de 14 anos parindo filhos sem pais, toda a classe política desse país esfregando a bandalheira na nossa cara e desfilando uma incompetência absurda, o nosso país sendo ridicularizado por tantos escândalos...  Eu peço perdão ao Brasil pela porcaria que fiz... Deveria ter ficado em casa quieto ao invés de ir às ruas. Lutei pra que? Pra ver corrupto no poder fazendo manobras pra se manter no poder e por quê agora estamos quietos? Cade você nas ruas? Esqueçam cor de bandeiras. Vamos nos unir e lutar por um só motivo: nossos direitos. SOMOS mais de trinta milhões de aposentados! Não podemos admitir: Policial R$ 3.660,00 para arriscar a vida; Bombeiro R$ 3.960,00 para salvar vidas; Professor R$ 2.200,00 para preparar para a vida; Médico R$ 9.260,00 para manter a vida; E o Deputado Federal? R$ 26.700,00 (Salário) R$ 94.300,00 (Verba de Gabinete) R$ 53.400,00 (Auxílio Paletó) [...]",https://www.boatos.org/entretenimento/mr-catra-carta-inss-diario-de-sp.html,2018-05-01 19:06:40
593,"Este vídeo, guardado a sete chaves pelos petistas, foi divulgado por PALLOCCI para mostrar como funciona a lavagem cerebral que iludiu milhares de pessoas. Lula é um verme boçal, vagabundo, canalha, patife, ladrão, manipulador e assassino! Ele diz claramente que o PT criará um governo Fascista ou Nazista, menos Democrata e que irá destruir tudo que o Estado fez. Assim, o Estado Nacional deixará de existir. E ainda diz que o que menos interessa é o País. Esse maldito merece ser fuzilado em praça pública! GENTE ASSISTAM ESSE VÍDEO, É MUITO PREOCUPANTE...",https://www.boatos.org/politica/palocci-delacao-video-lula.html,2018-05-01 14:46:56
594,"*URGENTE**Esse áudio recebi de grupo da igreja de uma amiga; quem está falando é o pastor do juiz Sérgio Moro*  Atenção tribo de Judá. Quem tá falando aqui é o Pastor Rodrigo. Se você que tiver acesso a esse áudio e poder repassar esse áudio para várias pessoas, Eu pediria a você... que dobrasse o seu joelho pelo menos cinco minutos em prol do juiz Sérgio Moro. Ele está sendo ameaçado de morte. Estão conspirando a morte dele. Eu estou falando de algumas Fontes que são seguras, que estão querendo eliminar ele. Ele está desmascarando e trazendo tudo à tona.  Então eu pediria a todos da Tribo de Judá e de outros Ministérios que orasse, botasse o joelho no chão e orar se não só pelo Sérgio Moro como pela esposa, pela família dele, pela... por pessoas que estão próximas dele ali, em Curitiba, na base da Polícia Federal. A todos que estão trabalhando ao lado dele... todos colocassem os joelhos no chão que e clamasse porque tem muito, muito dinheiro envolvido e ele tá mexendo com um praticamente o Brasil inteiro. [...]",https://www.boatos.org/politica/pastor-juiz-sergio-moro-ameacado-morte.html,2018-05-01 03:45:54
595,"Médico quebra o silêncio: “A vacina contra a gripe é o que está causando um surto mortal de gripe”.  Um médico do centro de controle e prevenção de doenças alertou que a vacina “desastrosa” deste ano pode ser responsável pela epidemia de gripe que varre o país. “Alguns dos pacientes que eu administrei a vacina contra a gripe para este ano morreram”, disse o médico, acrescentando: “Eu não ligo para quem você é, isso me assusta.”  “Temos visto pessoas morrendo em toso o país pela gripe, e uma coisa que quase todas elas têm em comum é a vacina contra a gripe”. Os cientistas estavam preocupados que a temporada de gripe deste ano seria difícil e seus medos se mostraram bem fundamentados. A temporada de gripe está marcada para um início recorde, com os dados relando ampla atividade da gripe de costa a costa. Muitas autoridades de saúde acreditam que o ano de 2018 será i pior surto de gripe que vivemos desde 1918.",https://www.boatos.org/saude/medico-vacina-surto-mortal-gripe.html,2018-04-30 19:26:39
596,"Isso não é mágica, é Fisica quântica. Cada bolinha tem sua cor, cada cor emite um som que atrai o semelhante. Uma cor nada mais é que o comprimento de uma onda de luz, e esse comprimento de onda vibra emitindo um som... O exemplo das bolinhas talvez seja a forma mais visível que eu conheça de exemplificar uma verdade sobre as energias: “No mundo das energias, semelhante atrai semelhante” E sim isso acontece por _vibração ressonante_ Por isso, se estamos vibrando determinada energia em nossas vidas, como o medo de altura, por exemplo, vamos atrair situações em que vivenciaremos o medo de altura, porque estamos vibrando essa energia para o mundo.  Quando a gente se liberta, saí dos pontos de vista interessantes, dos espaços de julgamento, das não permissões para uma vida mais plena, leve, fácil, divertida, a gente muda a vibração, passa a viver num outro “comprimento de onda”, a emitir outro “som” para o universo, e a receber essa plenitude, leveza, facilidade, diversão, etc.... É simplesmente semelhante atraindo semelhante... E é lindo e divertido!!! Vibrar diferente.",https://www.boatos.org/ciencia/maquina-bolinhas-fisica-quantica.html,2018-04-30 15:43:49
599,"URGENTEEEE Tribunal de Haya acaba de reconhecer LULA, como PRESO POLÍTICO. E EXIGI A LIBERTAÇÃO IMEDIATA DO LADRÃO.... VAI EXPLODIR... O Tribunal de haia acaba de reconhecer o ex-Presidente Luiz Inacio Lula da Silva como prisioneiro político. De acordo com relatórios recebidos de entidades brasileiras e dos direitos humanos internacionais da ONU, o ex-Presidente é detido sem provas, e é julgado por um tribunal que faz parte integrante do bom adversário do réu. O Tribunal Internacional de justiça da Haia-Holanda notificará a sua decisão no Brasil, exigindo a libertação imediata do ex-Presidente Luiz Inacio Lula da Silva, servindo ao contrário as ações internacionais.  ̈ www.Lemond/Mund.Vers.Holand  Urgent! Hague court has just recognized former president luiz inácio lula da silva as political prisoner. The Hague tribunal has just recognized former president luiz inacio lula da silva as a political prisoner. According to reports received from Brazilian entities and international human rights, the former president is held without evidence, and is tried by a court which is an integral part of the defendant’s good opponent. The International Court of justice of the Hague-Holland will notify its decision in Brazil, demanding the immediate release of former president luiz inacio lula da Silva, while serving international actions.  ̈ www.Lemond/Mund.Vers.Holand URGENTE ! Tribunal de Haya acaba de reconhecer o Ex Presidente Luiz Inácio Lula da Silva, como PRESO POLÍTICO. Le Tribunal de La Haye vient de reconnaître l’ancien président Luiz Inacio Lula da Silva en tant que prisonnier politique.Selon des rapports reçus d’entités brésiliennes et des droits de l’homme internationaux de l’ONU, l’ancien président est détenu sans preuves, et est jugé par un tribunal qui fait partie intégrante du bon adversaire de l’accusé. La Cour internationale de justice de La Haye-Hollande notifiera sa décision au Brésil, exigeant la libération immédiate de l’ancien président Luiz Inacio Lula da Silva, tout en servant au contraire les actions internationales. ̈ Fonte: www.Lemond/Mund.Vers.Holand Sobre a corte internacional de Haia: O Tribunal Internacional de Justiça ou Corte Internacional de Justiça é o principal órgão judiciário da Organização das Nações Unidas (ONU). Tem sede em Haia, nos Países Baixos. Sua principal função é resolver conflitos jurídicos a ele submetidos por Estados e emitir pareceres sobre questões jurídicas apresentadas ordinariamente pela Assembleia Geral das Nações Unidas ou pelo Conselho de Segurança das Nações Unidas.",https://www.boatos.org/politica/tribunal-de-haia-lula-preso-politico.html,2018-04-29 15:32:24
601,"BRIGADEIRO SUSPENDE VOOS DE GILMAR. Apresentando o mapa de voos do Jatinho da FAB, a serviço do Min. Gilmar Mendes, o Brigadeiro frisou que o Min. Gillmar usa mais o Jatinho que o Presidente da Republica, em apenas um dia o Jatinho fui e retornou a São Paulo 4 vezes, isto custou a FAB um total de R$ 84 mil reais, em apenas um dia. Também comentou a dificuldades em atender as exigências feitas ao serviços de bordo, como água perrier e jantar do restaurante Chamas. Segundo o Brigadeiro nem o Pres.Temer faz este tipo de exigências, mas como determina a Portaria a FAB tem de atender a solicitações. https://oglobo.globo.com/brasil/FAB-quer-impedir-uso-indevido-de-avioes-da-fab-por-autoridades",https://www.boatos.org/politica/brigadeiro-voos-gilmar-mendes-fab.html,2018-04-28 18:06:22
602," Dr. Rafael Onuki Sato. ONCOLOGISTA EM LONDRINA Formado em Medicina pela Universidade Estadual de Londrina (UEL), possui residência em Cirurgia Geral pela Faculdade de Medicina de Marília (FAMEMA) e em Cirurgia Oncológica pelo Hospital de Câncer de Barretos. repito, acetogeninas contidas nas folhas e no fruto de graviola mata células cancerosas 10 mil vezes mais do que a própria quimioterapia. Hoje o que temos de melhor dentro da medicina é a quimioterapia e a radioterapia. Agora você se depara com a natureza e os médicos descobrem que a graviola, ela, tem uma extraordinária capacidade de destruir, de fagocitar. Ou seja, matar células cancerosas dez mil vezes mais rápido do que a própria quimioterapia. Isto mexe com os médicos, traz uma nova esperança para quem luta contra o câncer. O ideal seria que a população, como preventivo, como preventivo, para não ter tumores, para não desenvolver um câncer não passasse apenas a consumir uma Graviola por mês como se você estivesse chupando uma laranja, mas seria legal se a população passasse a formar o hábito de beber Chá das folhas de graviola. Pelo menos uma xícara por semana. Só uma xícara da Folha. Imagine você que a graviola, as folhas além de conter acetogeninas, ela contém também epigalocatequina galato. O epigalocatequina galato da graviola, além de matar células cancerosas, aumenta a defesa do organismo em 100.000 vezes. Essa criançada que vive doente, vive gripada, a imunidade baixa, o EGA baixo. Pessoas que é só mudar um pouquinho clima, ela já fica doente. Uma simples gripe já derruba a família inteira. Porque o sistema imunológico da família está comprometido e nós temos uma ideia errada quando se fala em AIDS. [...]",https://www.boatos.org/saude/cha-graviola-cura-cancer-oncologista.html,2018-04-27 20:00:45
603,"Boa tarde, fiquei muito triste ao receber esse vídeo! Precisamos reconstruir uma sociedade aonde as pessoas paguem pelos seus crimes! Uma criança atira contra outra em uma comunidade brasileira, isso é inadmissível! Precisamos de um governo que puna os pais que deixam crianças chegarem nesse ponto. Conto com bolsonaro para mudar essa realidade, Brasil acima de tudo,Deus acima de todos!!!",https://www.boatos.org/brasil/garoto-atira-mata-crianca.html,2018-04-27 15:45:21
604,"O Boticário dia das Mães Ganhe um KIT Dia das Mães na O Boticário! Entre no link abaixo e siga o passo a passo para ganhar o seu. [site (no caso, vimos a página oboticario.premios.me, mas com certeza outras páginas similares também estão sendo utilizadas para a falcatrua)] *KITS LIMITADOS*",https://www.boatos.org/tecnologia/boticario-kit-dia-das-maes-gratis.html,2018-04-26 23:39:28
606,"Bom, você viu aí o horário em que saiu o mandado de prisão contra o Jair Bolsonaro do PSL do rio pelo crime de racismo. De acordo com a denúncia, Jair Bolsonaro usou expressões de cunho discriminatório incitando o ódio e atingindo diretamente vários grupos sociais. A procuradora-geral da República Raquel Dodge avaliou a conduta de Jair Bolsonaro como ilícita, inaceitável e severamente reprovável.",https://www.boatos.org/politica/mandado-prisao-jair-bolsonaro-racismo.html,2018-04-26 14:38:13
607,"URGENTE!!! Bandido ganha 4.000 mil reais de auxílio reclusão e ainda comete assalto com tornozeleira eletrônica. Esse país virou uma piada, isso é um tapa na cara de cidadãos de bem, muitos pais de familia acordam de madrugada pra trabalhar, e muitos são vítimas desses mesmos vagabundos que são mais valorizados que o cidadão de bem. VERGONHA!!!",https://www.boatos.org/brasil/bandido-auxilio-reclusao-assalto.html,2018-04-26 02:58:34
609,"O esqueleto do gigante Golias foi encontrado em Jerusalém a palavra de Deus é verdadeira.  Arquélogos descobriram recentemente o esqueleto do gigante Golias. A descoberta deixou a comunidade cientifica totalmente espantada.  O esqueleto foi encontrado ao norte de Israel e será estudado por cientista. Foi comprovado que os ossos encontravam é realmente de Golias, o gigante que lutou contra Davi. Isso é mais um fato que comprova que a bíblia é verdadeira. O que é mais curioso é que cientista ateus participavam da pesquisa dos ossos e ao descobrirem que realmente se tratava de Golias eles chorando confessaram que realmente a bíblia é verdadeira.",https://www.boatos.org/religiao/esqueleto-gigante-golias-jerusalem.html,2018-04-25 19:12:39
